Date,Year,Slough,Site,Habitat,Species,ID,Freezer?,Tube Weight,Total Mass,Comments,Processed,-80 Freezer,Freeze Drier,Dried,Crushed,Isotope,Decarb,Entered By,Checked By
4/29/2019,2019,TSL,AH5,MARSH,PASGEM,P174,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,MARSH,PASGEM,P175,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,CATB,MARSH,PASGEM,P176,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,MARSH,PASGEM,P177,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
4/26/2019,2019,TSL,AH3,MARSH,PASGEM,P178,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AHWG16,NEAR POND,CLAJAM,P179,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/13/2018,2018,SRS,AHWG16,POND,PONCOR,P18,Y,6.439,9.175,,Y,Y,Y,Y,Y,N,N,SS,VG
3/18/2019,2019,SRS,LJB,NEAR POND,ELECEL,P180,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/13/2019,2019,SRS,AH11,POND,NUPADV,P181,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,POND,TYPSPP,P182,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/13/2019,2019,SRS,AH11,NEAR POND,PONCOR,P183,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,MARSH,NYMAQU,P184,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,POND,UTRPUR,P185,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,POND,PONCOR,P186,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,MARSH,ELECEL,P187,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,POND,NYMODO,P188,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/13/2019,2019,SRS,AH11,MARSH,ELECEL,P189,N,,,,Y,Y,Y,Y,Y,N,N,SS,
12/13/2018,2018,SRS,AHWG16,POND,PANHEM,P19,N,6.576,7.889,,Y,Y,Y,Y,Y,N,N,SS,VG
3/15/2019,2019,SRS,CATB,POND,MICSKA,P190,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,MARSH,NYMODO,P191,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,POND,ELECEL,P192,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,POND,LEECHEX,P193,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,NEAR POND,SAGLAN,P194,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,MARSH,BACCAR,P195,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,NEAR POND,CLAJAM,P196,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
4/29/2019,2019,TSL,AH5,MARSH,UTRPUR,P197,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,LVG16,MARSH,NYMAQU,P198,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,NEAR POND,SAGLAN,P199,N,,,,Y,Y,Y,Y,Y,N,N,SS,
12/13/2018,2018,SRS,AHWG16,POND,RYNTRA,P20,N,6.626,9.165,,Y,Y,Y,Y,Y,N,N,SS,VG
3/15/2019,2019,SRS,CATB,POND,CLAJAM,P200,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,MARSH,NYMAQU,P201,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,MARSH,NYMAQU,P202,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,WG16,POND,NUPADV,P203,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,NEAR POND,PANSPP,P204,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
4/30/2019,2019,TSL,AH03,POND,SAGLAN,P205,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
4/30/2019,2019,TSL,AH03,POND,PELVIR,P206,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
4/29/2019,2019,TSL,AH05,NEAR POND,PELVIR,P207,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,NEAR POND,TYPSPP,P208,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
4/30/2019,2019,TSL,AH03,POND,PANSPP,P209,N,,,,Y,Y,Y,Y,Y,N,N,SS,
12/13/2018,2018,SRS,AHWG16,POND,NUPADV,P21,Y,6.551,15.717,,Y,Y,Y,Y,Y,N,N,SS,VG
3/18/2019,2019,SRS,LJB,MARSH,UTRPUR,P210,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/13/2019,2019,SRS,AH11,MARSH,UTRPUR,P211,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/13/2019,2019,SRS,AH11,MARSH,UTRFOL,P212,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,POND,UTRPUR,P213,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,POND,UTRFOL,P214,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
4/29/2019,2019,TSL,AH5,MARSH,UTRFOL,P215,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,POND,UTRFOL,P216,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,MARSH,UTRPUR,P217,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,MARSH,ELEELO,P218,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,WG16,MARSH,ELEELO,P219,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/13/2018,2018,SRS,AHWG16,NEAR POND,HEMLAT,P22,Y,6.595,12.783,,Y,Y,Y,Y,Y,N,N,SS,VG
3/15/2019,2019,SRS,AH13,NEAR POND,PANHEM,P220,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,POND,PANHEM,P221,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,WG16,POND,TYPHA/TYSPP,P222,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,POND,TYPHA,P223,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,POND,NUPADV,P224,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,MARSH,PANHEM,P225,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,WG16,NEAR POND,PANHEM,P226,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,MARSH,PANHEM,P227,Y,,,Little sample left,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,POND,PANHEM,P228,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,WG16,MARSH,PANHEM,P229,N,,,,Y,Y,Y,Y,Y,N,N,SS,
12/13/2018,2018,SRS,AHWG16,NEAR POND,ELECEL,P23,Y,6.67,7.812,,Y,Y,Y,Y,Y,N,N,SS,VG
3/15/2019,2019,SRS,WG16,NEAR POND,HYMLAT,P230,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,NEAR POND,ELECEL,P231,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,WG16,NEAR POND,ELECEL,P232,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,POND,PASGEM,P233,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,WG16,MARSH,PASGEM,P234,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/13/2019,2019,SRS,AH11,NEAR POND,CLAJAM,P235,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,POND,SAGLAN,P236,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/13/2019,2019,SRS,AH11,POND,CLAJAM,P237,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,NEAR POND,SAGLAN,P238,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,CATB,POND,ELECEL,P239,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/13/2018,2018,SRS,AHWG16,NEAR POND,SAGLAN,P24,Y,6.43,12.165,,Y,Y,Y,Y,Y,N,N,SS,VG
3/15/2019,2019,SRS,AH13,POND,ELECEL,P240,N,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,POND,SAGLAN,P241,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/13/2018,2018,SRS,AHWG16,NEAR POND,PANHEM,P25,N,6.593,7.763,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,SRS,AHWG16,NEAR POND,PONCOR,P26,Y,6.576,9.463,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,SRS,AHWG16,NEAR POND,CLAJAM,P27,Y,6.621,8.345,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,SRS,AHWG16,NEAR POND,POLHYD,P28,N,6.613,7.963,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,NEAR POND,PANHEM,P29,N,5.418,6.886,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,NEAR POND,SAGLAN,P30,N,5.428,7.87,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,NEAR POND,PONCOR,P31,Y,5.397,6.979,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,POND,PASGEM,P32,N,5.418,6.71,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,POND,SAGLAN,P33, Y,5.467,8.817,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,POND,ELECEL,P34,N,5.404,6.62,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,POND,CLAJAM,P35,Y,5.246,9.518,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,POND,NUPADV,P36,Y,5.405,12.055,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,POND,PONCOR,P37,Y,5.455,7.631,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,POND,PANHEM,P38,N,5.568,7.667,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,MARSH,PANHEM,P39,N,5.572,6.308,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,MARSH,ELECEL,P40,N,,,,Y,Y,Y,Y,Y,N,N,SS,VG
11/19/2018,2018,SRS,AH13,MARSH,NYMAQU,P41,Y,5.453,11.595,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,MARSH,SAGLAN,P42,N,5.468,11.287,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,MARSH,PANHEM,P43,N,5.459,8.679,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,MARSH,ELECEL,P44,N,5.455,9.05,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,MARSH,BACCAR,P45,Y,5.429,11.188,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,MARSH,CLAJAM,P46,Y,5.402,8.918,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,POND,SAGLAN,P47,Y,5.525,12.467,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,POND,LUDREP,P48,N,5.412,10.823,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,POND,PANHEM,P49,N,5.423,9.357,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,POND,PONCOR,P50,N,5.22,9.722,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,POND,PELVIR,P51,Y,5.385,13.193,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,NEAR POND,SAGLAN,P52,Y,5.441,11.226,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,NEAR POND,BACCAR,P53,N,5.441,9.008,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,NEAR POND,PANHEM,P54,N,5.403,8.779,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,NEAR POND,ELECEL,P55,N,5.427,8.403,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,NEAR POND,LUDREP,P56,N,5.528,9.943,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,NEAR POND,PELVIR,P57,Y,5.559,12.587,,Y,Y,Y,Y,Y,N,N,SS,VG
12/13/2018,2018,TSL,AH9,NEAR POND,PONCOR,P58,Y,5.486,10.494,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,MARSH,SAGLAN,P59,Y,5.41,11.373,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,MARSH,POTILL,P60,Y,5.459,11.448,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,MARSH,ELECEL,P61,N,5.462,9.788,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,NEAR POND,PONCOR,P62,Y,5.176,9.464,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,NEAR POND,PELVIR,P63,Y,5.446,10.12,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,NEAR POND,ELECEL,P64,Y,5.461,7.991,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,NEAR POND,SAGLAN,P65,N,5.413,8.937,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,POND,PELVIR,P66,Y,5.586,10.719,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,POND,POTILL,P67,Y,5.272,9.394,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,POND,PONCOR,P68,Y,5.454,10.131,,Y,Y,Y,Y,Y,N,N,SS,VG
12/12/2018,2018,TSL,AHMBD,POND,ELECEL,P69,Y,5.451,8.408,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,POND,SAGLAN,P70,Y,5.56,12.269,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,POND,HEMLAT,P71,N,5.261,10.18,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,POND,PONCOR,P72,N,5.393,8.874,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,NEAR POND,SAGLAN,P73,Y,5.439,11.674,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,NEAR POND,PANHEM,P74,N,5.457,7.411,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,NEAR POND,PONCOR,P75,N,5.198,8.17,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,NEAR POND,PELVIR,P76,Y,5.405,9.9,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,NEAR POND,ELECEL,P77,N,5.244,7.067,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,NEAR POND,HEMLAT,P78,Y,5.257,11.296,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,MARSH,BACCAR,P79,Y,5.412,17.469,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,MARSH,PANHEM,P80,N,5.445,8.335,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,MARSH,SAGLAN,P81,N,5.451,9.547,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,MARSH,ELECEL,P82,N,5.403,8.519,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,MARSH,RYNTRA,P83,N,5.209,9.558,,Y,Y,Y,Y,Y,N,N,SS,VG
12/11/2018,2018,TSL,AH3,POND,PELVIR,P84,N,5.446,11.648,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,MARSH,PANHEM,P85,N,5.155,8.137,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,MARSH,SAGLAN,P86,N,5.212,10.616,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,MARSH,RYNTRA,P87,N,5.259,10.475,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,MARSH,NYMAQU,P88,Y,5.103,16.858,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,MARSH,ELECEL,P89,N,5.148,9.145,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,NEAR POND,PELVIR,P90,Y,5.136,13.161,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,NEAR POND,SAGLAN,P91,Y,5.146,13.327,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,NEAR POND,PONCOR,P92,Y,5.109,12.009,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,POND,ELECEL,P93,N,5.22,7.041,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,POND,PONCOR,P94,Y,5.338,12.732,,Y,Y,Y,Y,Y,N,N,SS,VG
12/10/2018,2018,TSL,AH5,POND,SAGLAN,P95,N,5.141,9.557,,Y,Y,Y,Y,Y,N,N,SS,VG
12/7/2018,2018,TSL,AH2,NEAR POND,PELVIR,P96,Y,5.256,14.659,,Y,Y,Y,Y,Y,N,N,SS,VG
12/7/2018,2018,TSL,AH2,NEAR POND,SAGLAN,P97,Y,5.455,11.012,,Y,Y,Y,Y,Y,N,N,SS,VG
12/7/2018,2018,TSL,AH2,NEAR POND,PONCOR,P98,Y,5.137,12.26,,Y,Y,Y,Y,Y,N,N,SS,VG
12/7/2018,2018,TSL,AH2,NEAR POND,ELECEL,P99,N,5.09,7.956,,Y,Y,Y,Y,Y,N,N,SS,VG
3/15/2019,2019,SRS,AH WG16,MARSH,Peri Mat,Pr01,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/15/2019,2019,SRS,AH13,MARSH,Peri Mat,Pr02,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/13/2019,2019,SRS,AH11,MARSH,Peri Mat,Pr03,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
4/29/2019,2019,TSL,AH5,MARSH,Peri Mat,Pr04,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
4/30/2019,2019,TSL,AH3,MARSH,Peri Mat,Pr05,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
4/29/2019,2019,TSL,AH2,MARSH,Peri Mat,Pr06,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
11/18/2018,2018,SRS,AH13,MARSH,Peri Mat,Pr07,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
11/18/2018,2018,SRS,BJB,POND,Peri Sweaters,Pr08,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/12/2018,2018,TSL,AHMDB,MARSH,Peri Mat,Pr09,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/13/2018,2018,SRS,AHWG16,SAWGRASS MARSH,Peri Mat,Pr10,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/10/2018,2018,TSL,AH5,MARSH,Peri Sweaters,Pr11,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/7/2018,2018,TSL,AH2,NEAR POND,Peri Mat,Pr12,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
11/15/2018,2018,SRS,CATPONDB,MARSH,Peri Sweaters,Pr13,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
11/15/2018,2018,SRS,CATPONDB,NEAR POND,Peri Sweaters,Pr14,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
11/19/2018,2018,SRS,AH13,POND,Peri Sweaters,Pr15,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
11/16/2018,2018,SRS,AH11,MARSH,Peri Mat,Pr16,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/7/2018,2018,TSL,AH2,MARSH,Peri Sweaters,Pr17,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/7/2018,2018,TSL,AH2,MARSH,Peri Mat,Pr18,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
11/19/2018,2018,SRS,AH13,MARSH,Peri Sweaters,Pr19,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
12/11/2018,2018,TSL,AH3,MARSH,Peri Sweaters,Pr20,Y,,,,Y,Y,Y,Y,Y,Y,Y,SS,
10/26/2018,2018,SRS,BJB,MARSH,Floaters,Pr21,Y,,,,Y,Y,Y,Y,Y,Y,Y,SS,
12/10/2018,2018,TSL,AH5,MARSH,Peri Mat,Pr22,Y,,,,Y,Y,Y,Y,Y,Y,Y,SS,
11/15/2018,2018,SRS,CATPONDB,MARSH,Peri Mat,Pr23,Y,,,,Y,Y,Y,Y,Y,Y,Y,SS,
12/12/2018,2018,TSL,AHMDB,MARSH,Peri Sweaters,Pr24,Y,,,,Y,Y,Y,Y,Y,Y,Y,SS,
12/3/2018,2018,TSL,AH9,MARSH,Peri Sweaters,Pr25,Y,,,,Y,Y,Y,Y,Y,Y,Y,SS,
12/3/2018,2018,SRS,AHWG16,MARSH,Peri Mat,Pr26,Y,,,,Y,Y,Y,Y,Y,Y,Y,SS,
10/26/2018,2018,SRS,BJB,MARSH,Peri Sweaters,Pr27,Y,,,,Y,Y,Y,Y,Y,Y,Y,SS,
4/30/2019,2019,TSL,AHMDB,MARSH,Peri Sweaters,Pr28,Y,,,,Y,Y,Y,Y,Y,Y,Y,SS,
4/30/2019,2019,TSL,AHMDB,MARSH,Peri Mat,Pr29,Y,,,,Y,Y,Y,Y,Y,Y,N (NO SAMPLE LEFT),SS,
4/29/2019,2019,TSL,AH5,MARSH,Peri Sweaters,Pr30,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
3/18/2019,2019,SRS,LJB,MARSH,Peri,Pr31,Y,,,,Y,Y,Y,Y,Y,N,N,SS,
