Month,Year,Slough,Site,Habitat,Species,ID,Count,COMMENTS,Processed,-80 Freezer,Freeze Drier,Dried,Isotope
DEC,2018,SRS,AHWG16,POND,OSTRACOD,Mi252,9,**SAME AS Mi433,Y,N,N,N,N
DEC,2018,TSL,AH3,NEAR POND,LONG ARMED BUG,Mi253,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,NEAR POND,COENAG,Mi254,1,,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,OSTRACOD,Mi255**,101,**SAME AS Mi255,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,OSTRACOD,Mi256**,,**SAME AS Mi255,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,OSTRACOD,Mi257**,,**SAME AS Mi255,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,PACLON,Mi258,2,,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,EPHEME,Mi259,24,,Y,N,N,N,N
DEC,2018,TSL,AH3,NEAR POND,CLADOCERA,Mi260**,77,**SAME AS Mi260,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,CLADOCERA,Mi261**,,**SAME AS Mi260,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,CLADOCERA,Mi262**,,**SAME AS Mi260,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,BROWN MITE,Mi263,7,,Y,N,N,N,N
DEC,2018,TSL,AH3,NEAR POND,ROUND WORM,Mi264,2,,Y,N,N,N,N
DEC,2018,TSL,AH3,NEAR POND,AMPHIPOD,Mi265,73,,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,COPEPOD,Mi266**,84,**SAME AS Mi266,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,COPEPOD,Mi267**,,**SAME AS Mi266,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,BLUE MITE,Mi268,47,,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,UN ID BUG EYE,Mi269,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,NEAR POND,ORANGE MITE,Mi270,8,,Y,N,N,N,N
DEC,2018,TSL,AH3,NEAR POND,CHIRON,Mi271,37,,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,NEAR POND,PLASCA,Mi272,3,CHANGED FROM MACDIL,Y,N,N,N,N
DEC,2018,TSL,AH3,NEAR POND,UN ID BUG,Mi273,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,ORANGE MITE,Mi274,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,CLADOCERA,Mi275,4,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,AMPHIPOD,Mi276,100,,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,MARSH,ROUND WORM,Mi277,7,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,OSTRACOD**,Mi278,150,**SAME AS Mi278,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,MARSH,OSTRACOD**,Mi279,,**SAME AS Mi278,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,MARSH,OSTRACOD**,Mi280,,**SAME AS Mi278,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,MARSH,COPEPOD,Mi281,5,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,ODONATA,Mi282,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,CHIRON,Mi283,7,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,BLUE MITE,Mi284,3,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,DIPUP,Mi285,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,ARGSPP,Mi286,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,MOLLUSC,Mi287,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,CORIXI,Mi288,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,MARSH,EPHEME,Mi289,1,LARVAL,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,COPEPOD,Mi290,28,,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,OSTRACOD**,Mi291,44,**SAME AS Mi291,Y,Y,Y,Y,N
DEC,2018,TSL,AH5,MARSH,OSTRACOD**,Mi292,,**SAME AS Mi291,Y,Y,Y,Y,N
DEC,2018,TSL,AH5,MARSH,OSTRACOD**,Mi293,,**SAME AS Mi291,Y,Y,Y,Y,N
DEC,2018,TSL,AH5,MARSH,OSTRACOD**,Mi294,,**SAME AS Mi291,Y,Y,Y,Y,N
DEC,2018,TSL,AH5,MARSH,CLADOCERA,Mi295,7,,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,DIPUP,Mi296,1,,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,ORANGE MITE,Mi297,2,CHANGED FROM SQUARE MITE,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,PALPAL,Mi298,1,CHANGED FROM SHRIMP,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,BLUE MITE,Mi299,8,,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,CHIRON,Mi300,9,,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,GERRID,Mi301,1,,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,EPHEME,Mi302,3,,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,BELSPP,Mi303,1,,Y,N,N,N,N
DEC,2018,TSL,AH5,MARSH,AMPHIPOD,Mi304,74,,Y,Y,Y,Y,N
DEC,2018,TSL,AH5,MARSH,ODONATA,Mi305,2,,Y,N,N,N,N
DEC,2018,SRS,BJB,POND,BLUE MITE,Mi306,3,,Y,N,N,N,N
DEC,2018,SRS,BJB,POND,CLADOCERA,Mi307,92,,Y,N,N,N,N
DEC,2018,SRS,BJB,POND,CHIRON,Mi308,2,IN CACOON,Y,N,N,N,N
DEC,2018,SRS,BJB,POND,OSTRACOD,Mi309,91,,Y,Y,Y,Y,N
DEC,2018,SRS,BJB,POND,COPEPOD,Mi310,105,,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,POND,DIPTERA,Mi311,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,POND,ODONATA,Mi312,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,POND,ROUND WORM,Mi313,1,,Y,N,N,N,N
DEC,2018,TSL,AH3,POND,BLUE MITE,Mi314,15,,Y,N,N,N,N
DEC,2018,TSL,AH3,POND,AMPHIPOD,Mi315,8,,Y,N,N,N,N
DEC,2018,TSL,AH3,POND,COPEPOD,Mi316,4,,Y,N,N,N,N
DEC,2018,TSL,AH3,POND,OSTRACOD,Mi317**,144,**SAME AS Mi317,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,POND,OSTRACOD,Mi318**,,**SAME AS Mi317,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,POND,OSTRACOD,Mi319**,,**SAME AS Mi317,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,POND,OSTRACOD,Mi320**,,**SAME AS Mi317,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,POND,OSTRACOD,Mi321**,,**SAME AS Mi317,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,POND,OSTRACOD,Mi322**,,**SAME AS Mi317,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,POND,OSTRACOD,Mi323**,,**SAME AS Mi317,Y,Y,Y,Y,N
DEC,2018,TSL,AH3,POND,OSTRACOD,Mi324**,,**SAME AS Mi317,Y,Y,Y,Y,N
DEC,2018,SRS,AH11,POND,EPHEME,Mi325,1,,Y,N,N,N,N
DEC,2018,SRS,AH11,POND,AMPHIPOD,Mi326,2,,Y,N,N,N,N
DEC,2018,SRS,AH11,POND,OSTRACOD,Mi327,27,,Y,N,N,N,N
DEC,2018,SRS,AH11,POND,COPEPOD,Mi328,4,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,MARSH,COPEPOD,Mi329,57,,Y,Y,Y,Y,N
DEC,2018,SRS,AHWG16,MARSH,EPHEME,Mi330,17,,Y,Y,Y,Y,N
DEC,2018,SRS,AHWG16,MARSH,BLUE MITE,Mi331,23,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,MARSH,DIPTERA,Mi332,1,,Y,Y,Y,Y,N
DEC,2018,SRS,AHWG16,MARSH,CHIRON,Mi333,29,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,MARSH,OSTRACOD,Mi334,18,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,MARSH,ODONATA,Mi335,4,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,MARSH,CLADOCERA,Mi336,12,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,MARSH,AMPHIPOD,Mi337,34,,Y,Y,Y,Y,N
DEC,2018,SRS,CATB,MARSH,AMPHIPOD,Mi338,30,,Y,Y,Y,Y,N
DEC,2018,SRS,CATB,MARSH,ROUND WORM,Mi339,6,CHANGED FROM NEMATODE,Y,N,N,N,N
DEC,2018,SRS,CATB,MARSH,BLUE MITE,Mi340,11,,Y,N,N,N,N
DEC,2018,SRS,CATB,MARSH,OSTRACOD,Mi341,26,,Y,N,N,N,N
DEC,2018,SRS,CATB,MARSH,COPEPOD,Mi342**,44,**SAME AS Mi342,Y,Y,Y,Y,N
DEC,2018,SRS,CATB,MARSH,COPEPOD,Mi343**,,**SAME AS Mi342,Y,Y,Y,Y,N
DEC,2018,SRS,CATB,MARSH,COPEPOD,Mi344**,,**SAME AS Mi342,Y,Y,Y,Y,N
DEC,2018,SRS,CATB,MARSH,HIRO,Mi345,1,,Y,N,N,N,N
DEC,2018,SRS,CATB,MARSH,EPHEME,Mi346,7,LARVAL,Y,N,N,N,N
DEC,2018,SRS,CATB,MARSH,CLADOCERA,Mi347**,18,**SAME AS Mi347,Y,N,N,N,N
DEC,2018,SRS,CATB,MARSH,CLADOCERA,Mi348**,,**SAME AS Mi347,Y,N,N,N,N
DEC,2018,SRS,AH13,MARSH,CHIRON,Mi349,6,,Y,N,N,N,N
DEC,2018,SRS,AH13,MARSH,EPHEME,Mi350,1,LARVAL,Y,N,N,N,N
DEC,2018,SRS,AH13,MARSH,AMPHIPOD,Mi351,1,,Y,N,N,N,N
DEC,2018,SRS,AH13,MARSH,BLUE MITE,Mi352,2,,Y,N,N,N,N
DEC,2018,SRS,AH13,MARSH,CLADOCERA,Mi353,1,,Y,N,N,N,N
DEC,2018,SRS,AH13,MARSH,OSTRACOD,Mi354,3,,Y,N,N,N,N
DEC,2018,SRS,AH13,MARSH,COPEPOD,Mi355,3,,Y,N,N,N,N
DEC,2018,SRS,BJB,MARSH,COPEPOD,Mi356,4,,Y,N,N,N,N
DEC,2018,SRS,BJB,MARSH,CHIRON,Mi357,16,,Y,N,N,N,N
DEC,2018,SRS,BJB,MARSH,OSTRACOD,Mi358,4,,Y,N,N,N,N
DEC,2018,SRS,BJB,MARSH,BLUE MITE,Mi359,1,,Y,N,N,N,N
DEC,2018,SRS,BJB,MARSH,COENAG,Mi360,1,CHANGED FROM EPHEME,Y,N,N,N,N
DEC,2018,SRS,BJB,MARSH,AMPHIPOD,Mi361,30,,Y,Y,Y,Y,N
DEC,2018,SRS,BJB,MARSH,CLADOCERA,Mi362,4,,Y,N,N,N,N
DEC,2018,SRS,AH11,MARSH,CLADOCERA,Mi363,4,,Y,N,N,N,N
DEC,2018,SRS,AH11,MARSH,AMPHIPOD,Mi364,20,,Y,Y,Y,Y,N
DEC,2018,SRS,AH11,MARSH,EPHEME,Mi365,4,,Y,N,N,N,N
DEC,2018,SRS,AH11,MARSH,CHIRON,Mi366,11,,Y,N,N,N,N
DEC,2018,SRS,AH11,MARSH,OSTRACOD,Mi367,11,,Y,N,N,N,N
DEC,2018,SRS,AH11,MARSH,COPEPOD,Mi368,21,,Y,N,N,N,N
DEC,2018,SRS,AH11,MARSH,BLUE MITE,Mi369,3,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,NEAR POND,OSTRACOD,Mi370**,123,**SAME AS Mi370,Y,Y,Y,Y,N
DEC,2018,SRS,AHWG16,NEAR POND,OSTRACOD,Mi371**,,**SAME AS Mi370,Y,Y,Y,Y,N
DEC,2018,SRS,AHWG16,NEAR POND,OSTRACOD,Mi372**,,**SAME AS Mi370,Y,Y,Y,Y,N
DEC,2018,SRS,AH13,POND,SNAIL,Mi373,1,,Y,N,N,N,N
DEC,2018,SRS,AH13,POND,CHIRON,Mi374,5,,Y,N,N,N,N
DEC,2018,SRS,AH13,POND,BLUE MITE,Mi375,18,,Y,N,N,N,N
DEC,2018,SRS,AH13,POND,OSTRACOD,Mi376,10,,Y,N,N,N,N
DEC,2018,SRS,AH13,POND,EPHEME,Mi377,1,LARVAL,Y,N,N,N,N
DEC,2018,SRS,AH13,POND,CLADOCERA,Mi378,7,,Y,N,N,N,N
DEC,2018,SRS,AH13,POND,COPEPOD,Mi379**,32,**SAME AS Mi379,Y,Y,Y,Y,N
DEC,2018,SRS,AH13,POND,COPEPOD,Mi380**,,**SAME AS Mi379,Y,Y,Y,Y,N
DEC,2018,TSL,AH9,POND,EPHEME,Mi381,1,,Y,N,N,N,N
DEC,2018,TSL,AH9,POND,OSTRACOD,Mi382**,206,**SAME AS Mi382,Y,Y,Y,Y,N
DEC,2018,TSL,AH9,POND,OSTRACOD,Mi383**,,**SAME AS Mi382,Y,Y,Y,Y,N
DEC,2018,TSL,AH9,POND,OSTRACOD,Mi384**,,**SAME AS Mi382,Y,Y,Y,Y,N
DEC,2018,TSL,AH9,POND,OSTRACOD,Mi385**,,**SAME AS Mi382,Y,Y,Y,Y,N
DEC,2018,TSL,AH9,POND,AMPHIPOD,Mi386,13,,Y,N,N,N,N
DEC,2018,TSL,AH9,POND,CLADOCERA,Mi387,1,,Y,N,N,N,N
DEC,2018,TSL,AH9,POND,COPEPOD,Mi388,34,,Y,Y,Y,Y,N
DEC,2018,TSL,AH9,POND,BLUE MITE,Mi389**,115,**SAME AS Mi389,Y,Y,Y,Y,N
DEC,2018,TSL,AH9,POND,BLUE MITE,Mi390**,,**SAME AS Mi389,Y,Y,Y,Y,N
DEC,2018,TSL,AH9,POND,BLUE MITE,Mi391**,,**SAME AS Mi389,Y,Y,Y,Y,N
DEC,2018,SRS,AH11,NEAR POND,DIPUP,Mi392,1,,Y,N,N,N,N
DEC,2018,SRS,AH11,NEAR POND,BLUE MITE,Mi393,7,,Y,N,N,N,N
DEC,2018,SRS,AH11,NEAR POND,NAIAD,Mi394,2,,Y,N,N,N,N
DEC,2018,SRS,AH11,NEAR POND,CHIRON,Mi395,15,,Y,N,N,N,N
DEC,2018,SRS,AH11,NEAR POND,COPEPOD,Mi396,7,,Y,N,N,N,N
DEC,2018,SRS,AH11,NEAR POND,OLIGOCHAETE,Mi397,0,,Y,N,N,N,N
DEC,2018,SRS,CATB,NEAR POND,OSTRACOD,Mi398**,9,**SAME AS Mi398,Y,N,N,N,N
DEC,2018,SRS,CATB,NEAR POND,OSTRACOD,Mi399**,,**SAME AS Mi398,Y,N,N,N,N
DEC,2018,SRS,CATB,NEAR POND,COPEPOD,Mi400,33,,Y,Y,Y,Y,N
DEC,2018,SRS,CATB,NEAR POND,CHIRON,Mi401,1,,Y,N,N,N,N
DEC,2018,SRS,CATB,NEAR POND,NEMATODE,Mi402,1,,Y,N,N,N,N
DEC,2018,SRS,CATB,NEAR POND,EPHEME,Mi403,1,,Y,N,N,N,N
DEC,2018,SRS,CATB,NEAR POND,BLUE MITE,Mi404,3,,Y,N,N,N,N
DEC,2018,SRS,CATB,POND,COPEPOD,Mi405**,33,**SAME AS Mi405,Y,Y,Y,Y,N
DEC,2018,SRS,CATB,POND,COPEPOD,Mi406**,,**SAME AS Mi405,Y,Y,Y,Y,N
DEC,2018,SRS,CATB,POND,COPEPOD,Mi407**,,**SAME AS Mi405,Y,Y,Y,Y,N
DEC,2018,SRS,AH11,NEAR POND,EPHEME,Mi408,3,LARVAL,Y,N,N,N,N
DEC,2018,SRS,AH11,NEAR POND,ROUND WORM,Mi409,1,,Y,N,N,N,N
DEC,2018,SRS,AH11,NEAR POND,AMPHIPOD,Mi410,17,,Y,Y,Y,Y,N
DEC,2018,SRS,AH11,NEAR POND,CLADOCERA,Mi411,7,,Y,N,N,N,N
DEC,2018,SRS,AH11,NEAR POND,OSTRACOD,Mi412,4,,Y,N,N,N,N
DEC,2018,SRS,CATB,NEAR POND,AMPHIPOD,Mi413,2,,Y,N,N,N,N
DEC,2018,SRS,CATB,POND,COPEPOD,Mi414**,102,**SAME AS Mi414,Y,Y,Y,Y,N
DEC,2018,SRS,CATB,POND,COPEPOD,Mi415**,,**SAME AS Mi414,Y,Y,Y,Y,N
DEC,2018,SRS,CATB,POND,AMPHIPOD,Mi416,1,,Y,N,N,N,N
DEC,2018,SRS,CATB,POND,OSTRACOD,Mi417,5,,Y,N,N,N,N
DEC,2018,SRS,CATB,POND,CLADOCERA,Mi418,2,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,NEAR POND,BLUE MITE,Mi419,11,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,NEAR POND,FLATWORM,Mi420,1,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,NEAR POND,CHIRON,Mi421,34,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,NEAR POND,EPHEME,Mi422,2,LARGE,Y,Y,Y,Y,N
DEC,2018,SRS,AHWG16,NEAR POND,AMPHIPOD,Mi423,13,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,NEAR POND,EPHEME,Mi424,4,LARVAL,Y,N,N,N,N
DEC,2018,SRS,AHWG16,NEAR POND,ROUND WORM,Mi425,2,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,NEAR POND,COPEPOD,Mi426,11,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,NEAR POND,OSTRACOD,Mi427**,123,**SAME AS Mi427,Y,Y,Y,Y,N
DEC,2018,SRS,AHWG16,NEAR POND,OSTRACOD,Mi428**,,**SAME AS Mi427,Y,Y,Y,Y,N
DEC,2018,SRS,AHWG16,POND,`,Mi429,1,LARGE,Y,N,N,N,N
DEC,2018,SRS,AHWG16,POND,COPEPOD,Mi430,13,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,POND,CHIRON,Mi431,2,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,POND,CLADOCERA,Mi432,2,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,POND,OSTRACOD,Mi433,18,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,POND,PALPAL,Mi434,1,CHANGED FROM TAPLOU,Y,N,N,N,N
DEC,2018,SRS,AHWG16,POND,BLUE MITE,Mi435,17,,Y,N,N,N,N
DEC,2018,SRS,AHWG16,POND,AMPHIPOD,Mi436,5,,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,EPHEME,Mi437,1,LARGE,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,RED MITE,Mi438,1,,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,TICK MITE,Mi439,2,,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,DIPTERA,Mi440,1,,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,AMPHIPOD,Mi441,4,,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,CLADOCERA,Mi442,5,,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,CHIRON,Mi443,8,,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,BLUE MITE,Mi444,18,,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,EPHEME,Mi445,1,LARVAL,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,OSTRACOD,Mi446,12,,Y,N,N,N,N
DEC,2018,SRS,AH13,NEAR POND,COPEPOD,Mi447,23,,Y,N,N,N,N
DEC,2018,TSL,AHMDB,NEAR POND,CHIRON,Mi448,9,,Y,N,N,N,N
DEC,2018,TSL,AHMDB,NEAR POND,OSTRACOD,Mi449**,58,**SAME AS Mi449,Y,Y,Y,Y,N
DEC,2018,TSL,AHMDB,NEAR POND,OSTRACOD,Mi450**,,**SAME AS Mi449,Y,Y,Y,Y,N
DEC,2018,TSL,AHMDB,NEAR POND,EPHEME,Mi451,4,,Y,N,N,N,N
DEC,2018,TSL,AHMDB,NEAR POND,COENAG,Mi452,1,,Y,N,N,N,N
DEC,2018,TSL,AHMDB,NEAR POND,BLUE MITE,Mi453**,36,**SAME AS Mi553,Y,Y,Y,Y,N
DEC,2018,TSL,AHMDB,NEAR POND,BLUE MITE,Mi454**,,**SAME AS Mi553,Y,Y,Y,Y,N
DEC,2018,TSL,AHMDB,NEAR POND,ROUND WORM,Mi455,1,,Y,N,N,N,N
DEC,2018,TSL,AHMDB,NEAR POND,AMPHIPOD,Mi456**,79,**SAME AS Mi456,Y,Y,Y,Y,N
DEC,2018,TSL,AHMDB,NEAR POND,AMPHIPOD,Mi457**,,**SAME AS Mi456,Y,Y,Y,Y,N
DEC,2018,TSL,AHMDB,NEAR POND,CLADOCERA,Mi458**,51,**SAME AS Mi458,Y,Y,Y,Y,N
DEC,2018,TSL,AHMDB,NEAR POND,CLADOCERA,Mi459**,,**SAME AS Mi458,Y,Y,Y,Y,N
DEC,2018,TSL,AHMDB,NEAR POND,HAISPP,Mi460,1,,Y,N,N,N,N
DEC,2018,TSL,AHMDB,NEAR POND,GERRID,Mi461,1,,Y,N,N,N,N
DEC,2018,TSL,AHMDB,NEAR POND,PALPAL,Mi462,1,,Y,N,N,N,N
DEC,2018,TSL,AHMDB,NEAR POND,CHIRON,Mi463,9,,Y,N,N,N,N
DEC,2018,TSL,AHMDB,NEAR POND,COPEPOD,Mi464**,128,,Y,Y,Y,Y,N
DEC,2018,TSL,AHMDB,NEAR POND,COPEPOD,Mi465**,,,Y,Y,Y,Y,N
DEC,2018,TSL,AH2,NEAR POND,ORANGE MITE,Mi466,1,,Y,N,N,N,N
DEC,2018,TSL,AH2,NEAR POND,BROWN MITE,Mi467,1,,Y,N,N,N,N
DEC,2018,TSL,AH2,NEAR POND,BLUE MITE,Mi468,8,,Y,N,N,N,N
DEC,2018,TSL,AH2,NEAR POND,LONG ARMED BUG,Mi469,1,,Y,N,N,N,N
DEC,2018,TSL,AH2,NEAR POND,OSTRACOD,Mi470,27,,Y,N,N,N,N
DEC,2018,TSL,AH2,NEAR POND,COPEPOD,Mi471,58,,Y,Y,Y,Y,N
DEC,2018,TSL,AH2,NEAR POND,PLASCA,Mi472,1,CHANGED FROM MACDIL,Y,N,N,N,N
DEC,2018,TSL,AH2,NEAR POND,CLADOCERA,Mi473,15,,Y,N,N,N,N
DEC,2018,TSL,AH2,NEAR POND,HAISPP,Mi474,1,,Y,N,N,N,N
DEC,2018,TSL,AH2,NEAR POND,MELTUB,Mi475,1,,Y,N,N,N,N
DEC,2018,TSL,AH2,NEAR POND,AMPHIPOD,Mi476,23,,Y,N,N,N,N
DEC,2018,TSL,AH2,NEAR POND,EPHEME,Mi477,1,LARVAL,Y,N,N,N,N
DEC,2018,TSL,AH2,POND,ROUND WORM,Mi478,1,,Y,N,N,N,N
DEC,2018,TSL,AH2,POND,EPHEME,Mi479,2,,Y,N,N,N,N
DEC,2018,TSL,AH2,POND,MELTUB,Mi480,1,,Y,N,N,N,N
DEC,2018,TSL,AH2,POND,AMPHIPOD,Mi481,4,,Y,N,N,N,N
DEC,2018,TSL,AH2,POND,BLUE MITE,Mi482,13,,Y,N,N,N,N
DEC,2018,TSL,AH2,POND,HAISPP,Mi483,2,,Y,N,N,N,N
DEC,2018,TSL,AH2,POND,YELLOW MITE,Mi484,15,,Y,N,N,N,N
DEC,2018,TSL,AH2,POND,OSTRACOD,Mi485,34,,Y,Y,Y,Y,N
DEC,2018,TSL,AH2,POND,COPEPOD,Mi486,122,,Y,Y,Y,Y,N
DEC,2018,TSL,AH2,POND,CLADOCERA,Mi487,10,,Y,N,N,N,N
