"","Mode"
"Marsh_Dry_Post-Invasion.C_uro1",0.0160798170058938
"Marsh_Dry_Post-Invasion.E_eve1",0.184240687070164
"Marsh_Dry_Post-Invasion.E_glo1",0.12536930488186
"Marsh_Dry_Post-Invasion.E_suc1",0.400164614367636
"Marsh_Dry_Post-Invasion.F_chr1",0.231996623646176
"Marsh_Dry_Post-Invasion.G_hol1",0.446446676510025
"Marsh_Dry_Post-Invasion.G_hol2",0.136761345985017
"Marsh_Dry_Post-Invasion.H_for2",0.0819086510494952
"Marsh_Dry_Post-Invasion.H_let1",0.546578455058454
"Marsh_Dry_Post-Invasion.H_lit1",0.140474762375441
"Marsh_Dry_Post-Invasion.L_goo1",0.0278996663506459
"Marsh_Dry_Post-Invasion.L_goo2",0.110318697721601
"Marsh_Dry_Post-Invasion.L_mar1",0.269177394862627
"Marsh_Dry_Post-Invasion.L_pun2",0.299350148106685
"Marsh_Dry_Post-Invasion.R_gry1",0.182645676079742
"Marsh_Dry_Post-Invasion.S_lac1",0.0622148484316527
"Marsh_Dry_Pre-Invasion.A_nat1",0.550627946137261
"Marsh_Dry_Pre-Invasion.C_var1",0.095141062012739
"Marsh_Dry_Pre-Invasion.E_eve1",0.0566239115971617
"Marsh_Dry_Pre-Invasion.E_glo1",0.0395155227918687
"Marsh_Dry_Pre-Invasion.F_chr1",0.39899913769615
"Marsh_Dry_Pre-Invasion.F_chr2",0.904427476187113
"Marsh_Dry_Pre-Invasion.F_con1",0.319226538331124
"Marsh_Dry_Pre-Invasion.F_con2",0.454676798962419
"Marsh_Dry_Pre-Invasion.G_hol1",0.0906564933178532
"Marsh_Dry_Pre-Invasion.G_hol2",0.222091740271477
"Marsh_Dry_Pre-Invasion.H_for1",0.04677094006679
"Marsh_Dry_Pre-Invasion.H_for2",0.0660460301333036
"Marsh_Dry_Pre-Invasion.J_flo1",0.0839328297115735
"Marsh_Dry_Pre-Invasion.J_flo2",0.144775641657315
"Marsh_Dry_Pre-Invasion.L_goo1",0.0330003961939705
"Marsh_Dry_Pre-Invasion.L_goo2",0.0457488450413396
"Marsh_Dry_Pre-Invasion.L_mar1",0.0288217873862579
"Marsh_Dry_Pre-Invasion.L_pun1",0.223080687517802
"Marsh_Dry_Pre-Invasion.L_pun2",0.59498814990385
"Marsh_Dry_Pre-Invasion.N_gyr1",0.526206436395842
"Marsh_Dry_Pre-Invasion.P_lat2",0.0576809105595694
"Marsh_Wet_Post-Invasion.C_bat1",0.507030658129374
"Marsh_Wet_Post-Invasion.C_und1",0.488737586415279
"Marsh_Wet_Post-Invasion.C_uro1",0.00851543370766552
"Marsh_Wet_Post-Invasion.C_uro2",0.165744652657774
"Marsh_Wet_Post-Invasion.E_suc1",0.05622280671754
"Marsh_Wet_Post-Invasion.F_chr1",1.04579265236736
"Marsh_Wet_Post-Invasion.G_hol1",0.366069714855094
"Marsh_Wet_Post-Invasion.G_hol2",1.0898760476708
"Marsh_Wet_Post-Invasion.H_for1",0.327562930523959
"Marsh_Wet_Post-Invasion.H_for2",0.151703682036553
"Marsh_Wet_Post-Invasion.H_let1",0.26674623108435
"Marsh_Wet_Post-Invasion.J_flo1",0.0166120429069749
"Marsh_Wet_Post-Invasion.L_goo1",0.143550026597195
"Marsh_Wet_Post-Invasion.L_goo2",0.353155475923446
"Marsh_Wet_Post-Invasion.L_mac1",0.715119501821044
"Marsh_Wet_Post-Invasion.L_mic1",0.00535274548374311
"Marsh_Wet_Post-Invasion.L_mic2",0.00241040578273392
"Marsh_Wet_Post-Invasion.L_pun2",0.251254868305218
"Marsh_Wet_Post-Invasion.O_aur1",0.090592736775479
"Marsh_Wet_Pre-Invasion.A_nat1",0.440601939538051
"Marsh_Wet_Pre-Invasion.A_nat2",0.173631916283582
"Marsh_Wet_Pre-Invasion.C_var1",0.305084326320802
"Marsh_Wet_Pre-Invasion.E_eve1",0.0570608735521549
"Marsh_Wet_Pre-Invasion.E_glo1",0.0410112569903957
"Marsh_Wet_Pre-Invasion.F_chr1",0.443146976923711
"Marsh_Wet_Pre-Invasion.F_chr2",0.424692006322239
"Marsh_Wet_Pre-Invasion.F_con1",0.0613017160463327
"Marsh_Wet_Pre-Invasion.G_hol1",0.129883705150943
"Marsh_Wet_Pre-Invasion.G_hol2",0.409063890079113
"Marsh_Wet_Pre-Invasion.H_for1",0.0293152751955284
"Marsh_Wet_Pre-Invasion.H_for2",0.0373476937488747
"Marsh_Wet_Pre-Invasion.J_flo1",0.0780969175646588
"Marsh_Wet_Pre-Invasion.J_flo2",0.0584275215077002
"Marsh_Wet_Pre-Invasion.L_goo1",0.0359492206203628
"Marsh_Wet_Pre-Invasion.L_goo2",0.015316490922002
"Marsh_Wet_Pre-Invasion.L_gul3",0.030184776223768
"Marsh_Wet_Pre-Invasion.L_mar1",0.0152462799455437
"Marsh_Wet_Pre-Invasion.L_mic1",0.236585115480594
"Marsh_Wet_Pre-Invasion.L_pun1",0.197012637686577
"Marsh_Wet_Pre-Invasion.L_pun2",0.38008499927152
"Marsh_Wet_Pre-Invasion.N_gyr1",0.140626415641247
"Marsh_Wet_Pre-Invasion.P_lat1",0.0101474697654987
"Marsh_Wet_Pre-Invasion.P_lat2",0.0343226780643025
"Pond_Dry_Post-Invasion.A_nat1",0.01062378958939
"Pond_Dry_Post-Invasion.A_nat2",0.18599819892462
"Pond_Dry_Post-Invasion.A_nat3",0.0820007567738177
"Pond_Dry_Post-Invasion.A_nat4",0.0922160762415242
"Pond_Dry_Post-Invasion.E_suc2",0.0777080328912395
"Pond_Dry_Post-Invasion.F_chr1",0.57879079264951
"Pond_Dry_Post-Invasion.G_hol1",0.907946992489603
"Pond_Dry_Post-Invasion.G_hol2",1.36292776830433
"Pond_Dry_Post-Invasion.H_for1",0.155702443523217
"Pond_Dry_Post-Invasion.H_for2",0.0240069465501375
"Pond_Dry_Post-Invasion.H_lit1",0.010155140083524
"Pond_Dry_Post-Invasion.J_flo2",0.36456464176121
"Pond_Dry_Post-Invasion.L_goo1",0.157663364556056
"Pond_Dry_Post-Invasion.L_goo2",0.169124275519369
"Pond_Dry_Post-Invasion.L_gul2",0.208244875929743
"Pond_Dry_Post-Invasion.L_gul3",0.462084378206735
"Pond_Dry_Post-Invasion.L_gul4",0.0644488028983019
"Pond_Dry_Post-Invasion.L_mar1",0.579197378450319
"Pond_Dry_Post-Invasion.L_pla1",0.329409654474302
"Pond_Dry_Post-Invasion.L_pun2",0.685964407905369
"Pond_Dry_Post-Invasion.P_lat2",0.133520726391148
"Pond_Dry_Pre-Invasion.A_cal2",0.262433204553723
"Pond_Dry_Pre-Invasion.A_nat1",0.184352714908921
"Pond_Dry_Pre-Invasion.A_nat2",0.156415329786496
"Pond_Dry_Pre-Invasion.A_nat3",0.193323959094002
"Pond_Dry_Pre-Invasion.A_nat4",0.243368575893749
"Pond_Dry_Pre-Invasion.B_bel2",0.0264980605940281
"Pond_Dry_Pre-Invasion.C_bat1",0.332261744621504
"Pond_Dry_Pre-Invasion.E_eve1",0.173368233299666
"Pond_Dry_Pre-Invasion.F_chr1",1.67864410900823
"Pond_Dry_Pre-Invasion.G_hol1",0.0998547826013727
"Pond_Dry_Pre-Invasion.G_hol2",0.253687947556515
"Pond_Dry_Pre-Invasion.H_for1",0.00787070431950273
"Pond_Dry_Pre-Invasion.H_for2",0.128862141887843
"Pond_Dry_Pre-Invasion.L_gul1",0.341425939713109
"Pond_Dry_Pre-Invasion.L_gul2",0.268055690878176
"Pond_Dry_Pre-Invasion.L_gul3",0.316782139039425
"Pond_Dry_Pre-Invasion.L_gul4",0.417200478084145
"Pond_Dry_Pre-Invasion.L_mac1",0.373261453323076
"Pond_Dry_Pre-Invasion.L_mar1",0.125727526738353
"Pond_Dry_Pre-Invasion.L_pla1",0.106682456711524
"Pond_Dry_Pre-Invasion.L_pla2",0.969543305968512
"Pond_Dry_Pre-Invasion.L_pun2",1.01924739731834
"Pond_Dry_Pre-Invasion.L_pun3",1.43397965244694
"Pond_Dry_Pre-Invasion.N_gyr1",0.190087034046235
"Pond_Dry_Pre-Invasion.P_lat2",0.0248775563919881
"Pond_Wet_Post-Invasion.A_cal2",0.260038947999877
"Pond_Wet_Post-Invasion.C_uro1",0.00903969657044335
"Pond_Wet_Post-Invasion.E_eve1",0.260849112893708
"Pond_Wet_Post-Invasion.E_glo1",0.012046687548847
"Pond_Wet_Post-Invasion.E_suc1",0.0380682143384701
"Pond_Wet_Post-Invasion.F_chr1",0.561333345002515
"Pond_Wet_Post-Invasion.G_hol1",0.593477947218807
"Pond_Wet_Post-Invasion.G_hol2",0.918830696399945
"Pond_Wet_Post-Invasion.H_for1",0.114022516031666
"Pond_Wet_Post-Invasion.H_for2",0.112120171427818
"Pond_Wet_Post-Invasion.H_let1",0.0825501957031113
"Pond_Wet_Post-Invasion.L_goo1",0.101881069763555
"Pond_Wet_Post-Invasion.L_goo2",0.30625133570911
"Pond_Wet_Post-Invasion.L_gul2",0.495612976792789
"Pond_Wet_Post-Invasion.L_gul3",0.640336580704164
"Pond_Wet_Post-Invasion.L_gul4",0.331119449490396
"Pond_Wet_Post-Invasion.L_mac1",0.625166405159865
"Pond_Wet_Post-Invasion.L_mar1",1.9601266520043
"Pond_Wet_Post-Invasion.L_mic2",0.0208596621629984
"Pond_Wet_Post-Invasion.L_pla1",0.364808840690391
"Pond_Wet_Post-Invasion.L_pla2",0.0256225730981273
"Pond_Wet_Post-Invasion.L_pun2",0.399647486780404
"Pond_Wet_Post-Invasion.M_sal1",0.196277887216732
"Pond_Wet_Post-Invasion.M_sia1",0.0700509869375965
"Pond_Wet_Post-Invasion.O_aur1",0.0277088554508743
"Pond_Wet_Post-Invasion.P_lat1",0.0134003833933268
"Pond_Wet_Post-Invasion.P_lat2",0.0336474824354437
"Pond_Wet_Post-Invasion.T_mar1",0.192429876362983
"Pond_Wet_Pre-Invasion.A_nat1",0.552883134726165
"Pond_Wet_Pre-Invasion.A_nat2",0.540107389627488
"Pond_Wet_Pre-Invasion.A_nat3",0.513556478276212
"Pond_Wet_Pre-Invasion.A_nat4",0.339386790906109
"Pond_Wet_Pre-Invasion.B_bel2",0.125676138282848
"Pond_Wet_Pre-Invasion.C_bat1",0.821396639158132
"Pond_Wet_Pre-Invasion.C_uro1",0.17752431375798
"Pond_Wet_Pre-Invasion.C_uro2",0.428723769584743
"Pond_Wet_Pre-Invasion.E_eve1",0.035748793149217
"Pond_Wet_Pre-Invasion.E_fus",0.0434720238374799
"Pond_Wet_Pre-Invasion.E_suc2",0.319603737360555
"Pond_Wet_Pre-Invasion.E_suc3",0.00542062160080302
"Pond_Wet_Pre-Invasion.F_chr1",0.785007164604719
"Pond_Wet_Pre-Invasion.F_chr2",0.211367741999398
"Pond_Wet_Pre-Invasion.F_con1",0.106535252515764
"Pond_Wet_Pre-Invasion.G_hol1",0.267220370202268
"Pond_Wet_Pre-Invasion.G_hol2",1.5615575262964
"Pond_Wet_Pre-Invasion.H_for1",0.005524924900737
"Pond_Wet_Pre-Invasion.H_for2",0.00942328192987097
"Pond_Wet_Pre-Invasion.J_flo1",0.000508719846337092
"Pond_Wet_Pre-Invasion.J_flo2",0.119727137405866
"Pond_Wet_Pre-Invasion.L_goo1",0.010538115527773
"Pond_Wet_Pre-Invasion.L_goo2",0.0236817490990315
"Pond_Wet_Pre-Invasion.L_gul1",0.631434515922422
"Pond_Wet_Pre-Invasion.L_gul2",0.282767117762817
"Pond_Wet_Pre-Invasion.L_gul3",0.247348371582561
"Pond_Wet_Pre-Invasion.L_gul4",0.381429899792119
"Pond_Wet_Pre-Invasion.L_mac1",1.21817906205641
"Pond_Wet_Pre-Invasion.L_mar1",0.228452862458486
"Pond_Wet_Pre-Invasion.L_mic2",0.0584524022643709
"Pond_Wet_Pre-Invasion.L_pla1",0.597834749856327
"Pond_Wet_Pre-Invasion.L_pla2",0.851133460787216
"Pond_Wet_Pre-Invasion.L_pun1",0.697412269016263
"Pond_Wet_Pre-Invasion.L_pun2",0.742445639803552
"Pond_Wet_Pre-Invasion.L_pun3",0.460753200491878
"Pond_Wet_Pre-Invasion.L_sic1",0.172727144366962
"Pond_Wet_Pre-Invasion.M_sal1",0.196216230804404
"Pond_Wet_Pre-Invasion.N_cry1",0.119977301345194
"Pond_Wet_Pre-Invasion.N_gyr1",0.0960483581375265
"Pond_Wet_Pre-Invasion.N_mac1",0.19672141060497
"Pond_Wet_Pre-Invasion.N_pet1",0.799398515118179
"Pond_Wet_Pre-Invasion.T_mar1",0.147780545624266
